==================================================
=== Log Session: 14.05.2025 3:03:20 ===
=== Unity Version: 6000.0.21f1 ===
03:03:23.763 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.784 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.790 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.791 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.798 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.798 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.798 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.847 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:33.361 [Log] FadeIn
03:03:34.361 [Log] Run discarded
03:03:34.953 [Warning] 'R8_SRGB' is not supported. RenderTexture::GetTemporary fallbacks to R8G8B8A8_SRGB format on this platform. Use 'SystemInfo.IsFormatSupported' C# API to check format support.
03:03:34.963 [Log] EndTurn:enabled false
03:03:34.967 [Log] stop all scene coroutines
03:03:34.990 [Log] SetupGame
03:03:34.993 [Log] map preset = map_preset6
03:03:34.994 [Log] Times shown reset
03:03:35.090 [Log] Loading CMS/map/levels/special/special_intro
03:03:35.092 [Log] exclude scene variation - foilage_modifier_3
03:03:35.214 [Log] FadeOut
03:03:50.058 [Log] HintMove
03:03:50.059 [Log] PunchEndTurn
03:04:08.057 [Log] HintMove
03:04:08.058 [Log] PunchEndTurn
03:04:29.664 [Log] HintMove
03:04:29.664 [Log] PunchEndTurn
03:04:50.292 [Log] Game speed set to 1x
03:04:50.292 [Log] Applied resolution: 1920x1080, Windowed: False, Game Speed: 1x
03:04:52.381 [Log] Fill WEIGHTED_RANDOM
03:04:52.381 [Log] Fill LEAST_SEEN
03:04:52.381 [Log] Fill ALWAYS_NEW
03:04:52.381 [Log] not seen: 13
03:04:52.406 [Log] picker_hand caim CMS/dice/starting/common/dice_fennec
03:04:52.407 [Log] picker_hand caim CMS/dice/starting/common/dice_rat
03:04:52.408 [Log] picker_hand caim CMS/dice/starting/common/dice_cat_black
03:04:52.496 [Log] Input window: start
=== Application Paused: 14.05.2025 3:04:55 ===
=== Application Resumed: 14.05.2025 3:12:55 ===
=== Application Paused: 14.05.2025 3:12:57 ===
=== Application Resumed: 14.05.2025 3:12:58 ===
=== Application Paused: 14.05.2025 3:12:58 ===
=== Application Resumed: 14.05.2025 3:40:59 ===
03:41:08.154 [Log] Game speed set to 1x
03:41:08.154 [Log] Applied resolution: 1920x1080, Windowed: True, Game Speed: 1x
03:41:11.084 [Log] Game speed set to 1x
03:41:11.084 [Log] Applied resolution: 720x576, Windowed: True, Game Speed: 1x
03:41:12.837 [Log] Game speed set to 1x
03:41:12.837 [Log] Applied resolution: 800x600, Windowed: True, Game Speed: 1x
03:41:17.115 [Log] Game speed set to 1x
03:41:17.115 [Log] Applied resolution: 1280x600, Windowed: True, Game Speed: 1x
03:41:20.031 [Log] HintMove
03:41:20.031 [Log] pick hint
03:41:20.282 [Log] from generic_view(Clone) (UnityEngine.Transform)
03:41:21.685 [Log] to generic_view(Clone) (UnityEngine.Transform)
03:41:21.991 [Log] from generic_view(Clone) (UnityEngine.Transform)
03:41:23.394 [Log] to generic_view(Clone) (UnityEngine.Transform)
03:41:23.699 [Log] from generic_view(Clone) (UnityEngine.Transform)
=== Application Paused: 14.05.2025 3:41:25 ===
=== Application Resumed: 14.05.2025 4:12:03 ===
04:12:05.694 [Log] Application shutting down

=== End Log Session: 14.05.2025 4:12:05 ===
