==================================================
=== Log Session: 14.05.2025 2:45:56 ===
=== Unity Version: 6000.0.21f1 ===
02:45:58.920 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.920 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.968 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:46:08.467 [Log] FadeIn
02:46:09.476 [Log] Run discarded
02:46:09.842 [Warning] 'R8_SRGB' is not supported. RenderTexture::GetTemporary fallbacks to R8G8B8A8_SRGB format on this platform. Use 'SystemInfo.IsFormatSupported' C# API to check format support.
02:46:09.852 [Log] EndTurn:enabled false
02:46:09.857 [Log] stop all scene coroutines
02:46:09.886 [Log] SetupGame
02:46:09.889 [Log] map preset = map_preset6
02:46:09.891 [Log] Times shown reset
02:46:09.981 [Log] Loading CMS/map/levels/special/special_intro
02:46:09.983 [Log] exclude scene variation - foilage_modifier_3
02:46:10.142 [Log] FadeOut
=== Application Paused: 14.05.2025 2:46:14 ===
=== Application Resumed: 14.05.2025 2:47:02 ===
=== Application Paused: 14.05.2025 2:47:05 ===
=== Application Resumed: 14.05.2025 2:54:58 ===
02:55:02.132 [Log] Application shutting down
02:55:02.145 [Warning] <color=#ff7337><color=#0099bc><b>DOTWEEN ► </b></color> SAFE MODE ►</color> DOTween's safe mode captured 43 errors. This is usually ok (it's what safe mode is there for) but if your game is encountering issues you should set Log Behaviour to Default in DOTween Utility Panel in order to get detailed warnings when an error is captured (consider that these errors are always on the user side).
- 43 startup errors

=== End Log Session: 14.05.2025 2:55:02 ===
